,Brand,Model,Version,Price,Modèle,Main,Kilométrage,Carburant,Transmision,Puissance fiscale,Couleur extérieure,Etat du véhicule,Climatisation,Vitres électriques,Sièges électriques,Ordinateur de bord,Start & Stop,Régulateur de vitesse,Allumage auto. des feux,Détecteur de pluie,Commandes au volant,Ecran tactile,Rétroviseurs électriques,Ouverture auto. du coffre,Démarrage mains libres,Banquette arrière rabattable 1/3-2/3,Caméra de recul,Bluetooth,Jantes aluminium,Volant cuir,Feux de jour,Barres de toit,Toit,Airbags,ABS,ESP,Antipatinage,Architecture,Cylindrée,Conso. ville,Conso. route,Vitesse maxi.,Volume du réservoir,Puissance fiscale-binned
231,NISSAN,Qashqai 2018,1.5 dCi 110 Smart,195000.0,2018.0,Première,51000.0,Diesel,Manuelle,6,Gris clair,Comme neuve,manuelle,Electrique AV/AR,non,oui,oui,oui,non,non,oui,oui,oui,non,non,oui,oui,oui,oui,non,oui,oui,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
232,NISSAN,Micra 2018,1.5 dCi 90 Acenta,130000.0,2018.0,Première,45000.0,Diesel,Manuelle,6,Rouge,Comme neuve,manuelle,Electrique AV,non,oui,oui,oui,oui,non,oui,oui,oui,non,non,oui,oui,oui,non,non,oui,non,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
233,NISSAN,Micra 2019,1.5 dCi 90 Acenta,132000.0,2019.0,Première,44048.0,Diesel,Manuelle,6,Rouge,Comme neuve,manuelle,Electrique AV,non,oui,oui,oui,oui,non,oui,oui,oui,non,non,oui,oui,oui,oui,non,oui,non,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
234,NISSAN,Micra 2021,1.5 dCi 90 Acenta+,145000.0,2021.0,Première,41000.0,Diesel,Manuelle,6,Rouge,Excellent,auto.,Electrique AV/AR,Conducteur,oui,oui,oui,oui,oui,oui,oui,oui,non,non,oui,non,oui,non,oui,oui,non,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
235,NISSAN,Micra 2021,1.5 dCi 90 Visia,125000.0,2021.0,Première,45000.0,Diesel,Manuelle,6,Rouge,Comme neuve,manuelle,Electrique AV,non,oui,non,non,oui,non,oui,non,oui,non,non,oui,non,non,non,non,oui,non,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
236,NISSAN,Qashqai 2012,1.5 dCi Confort,139000.0,2012.0,Première,136000.0,Diesel,Manuelle,6,Gris clair,Comme neuve,manuelle,-,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,Rigide,oui,oui,oui,non,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
237,NISSAN,Juke 2015,1.5 dCi 110 Tekna,110000.0,2015.0,Première,99000.0,Diesel,Manuelle,6,Rouge,Excellent,auto.,Electrique AR,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,oui,non,non,Rigide,oui,oui,non,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
238,NISSAN,Qashqai 2015,1.5 l dCi Acenta,150000.0,2015.0,Première,62000.0,Diesel,Manuelle,6,Noir,Excellent,manuelle,Electrique AV/AR,non,oui,oui,oui,non,non,oui,oui,oui,non,non,non,non,oui,oui,non,oui,non,Panoramique,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
239,NISSAN,Qashqai 2013,Autre version,140000.0,2013.0,Première,125000.0,Diesel,Automatique,6,Violet,Comme neuve,manuelle,-,Tous les passagers,non,non,non,non,non,non,non,non,non,non,non,non,non,oui,non,non,non,Rigide,non,oui,oui,non,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
240,NISSAN,Micra 2018,1.5 dCi 90 Acenta+,145000.0,2018.0,Première,52456.0,Diesel,Manuelle,6,Noir,Excellent,auto.,Electrique AV,non,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,oui,oui,oui,oui,oui,oui,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
241,NISSAN,Qashqai 2013,1.5 dCi Elegance,145000.0,2013.0,Première,130000.0,Diesel,Manuelle,6,Bleu foncé,Comme neuve,manuelle,-,Conducteur et Passager,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,Panoramique,non,non,non,non,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
242,NISSAN,Qashqai 2013,1.5 dCi Elegance,130000.0,2013.0,Première,124000.0,Diesel,Manuelle,6,Noir,Comme neuve,manuelle,Electrique AV/AR,non,oui,oui,oui,non,non,oui,non,oui,non,non,non,non,oui,non,non,oui,non,Rigide,non,oui,oui,non,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
243,NISSAN,Qashqai 2013,1.5 dCi Elegance,130000.0,2013.0,Seconde,134000.0,Diesel,Manuelle,6,Gris,Excellent,auto. Bi-zone,Electrique AV/AR,Conducteur,non,non,oui,oui,oui,oui,non,oui,non,non,oui,non,oui,oui,non,non,oui,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
244,NISSAN,Micra 2018,1.5 dCi 90 Acenta,120000.0,2018.0,Première,49700.0,Diesel,Manuelle,6,Rouge,Excellent,manuelle,Electrique AV,non,oui,non,oui,oui,non,oui,oui,oui,non,non,oui,non,oui,oui,non,oui,non,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
245,NISSAN,Juke 2016,Autre version,140000.0,2016.0,Première,83780.0,Diesel,Automatique,8,Noir,Très bon,manuelle,Electrique AV/AR,non,non,non,non,oui,non,non,non,non,non,non,non,non,non,non,non,oui,non,Rigide,oui,oui,non,non,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
246,NISSAN,Qashqai 2018,1.5 dCi 110 Smart,206000.0,2018.0,Première,59000.0,Diesel,Manuelle,6,Noir,Très bon,manuelle,Electrique AV/AR,non,oui,oui,oui,non,non,oui,oui,oui,non,non,non,oui,oui,oui,non,oui,non,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
247,NISSAN,Note 2016,1.5 dCi Acenta,105000.0,2016.0,Première,26000.0,Diesel,Manuelle,6,Gris clair,Comme neuve,manuelle,Electrique AV/AR,non,non,oui,oui,oui,non,non,non,non,non,oui,non,non,oui,non,non,non,non,Rigide,oui,oui,non,non,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
248,NISSAN,Qashqai 2016,1.5 dCi 110 Acenta,195000.0,2016.0,Première,69000.0,Diesel,Manuelle,6,Noir,Excellent,auto. Bi-zone,Electrique AV/AR,non,oui,oui,oui,oui,oui,oui,oui,oui,non,non,oui,oui,oui,oui,non,oui,oui,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
249,NISSAN,Qashqai 2017,1.5 dCi 110 Smart,170000.0,2017.0,Première,73000.0,Diesel,Manuelle,6,Marron,Excellent,manuelle,Electrique AV/AR,non,oui,oui,oui,oui,non,oui,oui,non,non,oui,oui,oui,oui,oui,non,oui,oui,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
250,NISSAN,Pathfinder 2006,Autre version,75000.0,2006.0,Seconde,340583.0,Diesel,Manuelle,10,Noir,Bon,manuelle,Electrique AV/AR,Conducteur,non,non,non,non,non,non,oui,non,non,non,non,non,non,non,non,non,non,Ouvrant,oui,oui,oui,non,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
251,NISSAN,Micra 2019,1.5 dCi 90 Visia+,130000.0,2019.0,Première,30000.0,Diesel,Manuelle,6,Bleu foncé,Comme neuve,auto.,Electrique AV,non,oui,non,oui,oui,oui,oui,non,oui,non,non,oui,non,oui,non,non,oui,non,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
252,NISSAN,Micra 2018,1.5 dCi 90 Visia,148000.0,2018.0,Première,17300.0,Diesel,Manuelle,6,Noir,Très bon,manuelle,Electrique AV,Conducteur,oui,non,non,oui,non,oui,non,oui,non,non,oui,non,non,non,non,oui,non,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
253,NISSAN,Note 2016,1.5 dCi Tekna,95000.0,2016.0,Seconde,170000.0,Diesel,Manuelle,6,Gris foncé,Excellent,auto.,Electrique AV/AR,Tous les passagers,non,non,oui,oui,oui,oui,non,oui,oui,oui,oui,oui,oui,oui,non,oui,non,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
254,NISSAN,X-Trail 2008,2.0 l Pack Confort,110000.0,2008.0,Seconde,300000.0,Diesel,Manuelle,8,Gris clair,Bon,manuelle,Electrique AV/AR,Conducteur et Passager,non,non,oui,non,non,non,non,oui,non,non,oui,non,non,oui,non,non,oui,Panoramique ouvrant,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
255,NISSAN,Qashqai 2017,1.5 dCi 110 Smart,175000.0,2017.0,Première,100000.0,Diesel,Manuelle,6,Marron,Excellent,manuelle,Electrique AV/AR,non,oui,oui,oui,non,non,oui,oui,oui,non,non,non,oui,oui,oui,non,oui,oui,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
256,NISSAN,Qashqai 2016,1.5 dCi 110 Acenta,160000.0,2016.0,Première,170000.0,Diesel,Manuelle,6,Gris clair,Excellent,auto. Bi-zone,Electrique AV/AR,non,oui,oui,oui,non,oui,oui,oui,oui,non,non,non,non,oui,oui,non,oui,oui,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
257,NISSAN,Micra 2018,1.5 dCi 90 Acenta,125000.0,2018.0,Première,58000.0,Diesel,Manuelle,6,Gris,Excellent,manuelle,Electrique AV,non,oui,oui,oui,oui,non,oui,oui,oui,non,oui,oui,non,oui,oui,non,oui,non,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
258,NISSAN,Juke 2013,1.5 dCi Elegance,120000.0,2013.0,Première,43000.0,Diesel,Manuelle,6,Bordeau,Excellent,manuelle,Electrique AV/AR,non,oui,oui,oui,non,non,oui,non,oui,non,non,non,non,oui,oui,non,non,non,Rigide,oui,oui,oui,non,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
259,NISSAN,Micra 2013,1.2 Elegance,64000.0,2013.0,Seconde,129000.0,Essence,Manuelle,7,Noir,Comme neuve,manuelle,Electrique AV,non,non,non,non,non,non,non,non,non,non,non,non,non,non,oui,non,non,non,Rigide,non,non,non,non,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
260,NISSAN,Qashqai 2017,1.5 dCi 110 Acenta++,182000.0,2017.0,Première,54000.0,Diesel,Manuelle,6,Gris foncé,Comme neuve,auto. Bi-zone,Electrique AV/AR,non,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
261,NISSAN,Qashqai 2017,1.6 dCi 130 Tekna,215000.0,2017.0,Seconde,58000.0,Diesel,Manuelle,6,Noir,Comme neuve,auto. Bi-zone,Electrique AV/AR,Tous les passagers,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,Panoramique,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
262,NISSAN,Qashqai 2017,1.6 dCi 130 CVT Acenta++,198000.0,2017.0,Seconde,26000.0,Diesel,Automatique,6,Marron,Excellent,auto. Bi-zone,Electrique AV/AR,non,oui,oui,oui,non,oui,oui,oui,oui,non,non,oui,oui,oui,oui,non,oui,oui,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
263,NISSAN,Micra 2017,1.5 dCi 90 Acenta+,130000.0,2017.0,Première,65000.0,Diesel,Manuelle,6,Rouge,Comme neuve,auto.,Electrique AV,non,oui,oui,oui,oui,oui,oui,oui,oui,non,non,oui,non,oui,non,oui,oui,non,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
264,NISSAN,Micra 2017,1.5 dCi 90 Acenta,120000.0,2017.0,Seconde,87000.0,Diesel,Manuelle,6,Gris foncé,Comme neuve,manuelle,Electrique AV,Conducteur et Passager,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
265,NISSAN,Qashqai 2012,1.6 dCi 130 Acenta++,110000.0,2012.0,Première,200000.0,Diesel,Manuelle,6,Noir,Très bon,auto. Bi-zone,Electrique AV/AR,non,oui,oui,oui,non,oui,oui,oui,oui,non,non,non,non,oui,oui,non,oui,oui,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
266,NISSAN,Micra 2018,1.5 dCi 90 Acenta,135000.0,2018.0,Première,34600.0,Diesel,Manuelle,6,Rouge,Très bon,manuelle,Electrique AV,non,oui,oui,oui,oui,oui,oui,oui,oui,non,non,oui,non,oui,oui,non,oui,non,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
267,NISSAN,Juke 2014,1.0 DIG-T 117 Tekna,130000.0,2014.0,Première,70000.0,Diesel,Manuelle,6,Rouge,Excellent,auto.,Electrique AV/AR,non,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,oui,oui,oui,oui,oui,non,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
268,NISSAN,Qashqai 2016,1.5 dCi 110 Visia,160000.0,2016.0,Première,11500.0,Diesel,Manuelle,6,Gris foncé,Très bon,manuelle,Electrique AV/AR,non,oui,oui,oui,non,non,oui,non,oui,non,non,oui,oui,oui,oui,non,oui,non,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
269,NISSAN,X-Trail 2007,2.0 dCi Elegance,85000.0,2007.0,Première,150000.0,Diesel,Manuelle,9,Noir,Très bon,auto. Bi-zone,Electrique AV/AR,Conducteur,oui,non,oui,non,non,non,non,non,oui,non,non,non,non,oui,oui,non,non,Panoramique,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
270,NISSAN,X-Trail 2016,1.6 dCi 130 Acenta,170000.0,2016.0,Première,105000.0,Diesel,Manuelle,6,Blanc,Comme neuve,auto. Bi-zone,Electrique AV/AR,Tous les passagers,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,oui,oui,oui,oui,oui,Panoramique ouvrant,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
271,NISSAN,Qashqai 2012,Autre version,130000.0,2012.0,Première,79000.0,Diesel,Manuelle,6,Violet,Bon,manuelle,-,non,non,non,oui,non,oui,oui,non,oui,non,non,non,non,non,non,non,non,non,Rigide,oui,non,oui,non,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
272,NISSAN,Note 2016,1.5 dCi Tekna,110000.0,2016.0,Première,94000.0,Diesel,Manuelle,6,Bordeau,Comme neuve,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,non,oui,oui,non,non,non,oui,oui,oui,oui,oui,non,oui,non,Rigide,oui,oui,oui,non,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
273,NISSAN,Qashqai 2018,1.6 dCi 130 Acenta++,245000.0,2018.0,Première,18900.0,Diesel,Manuelle,6,Gris,Comme neuve,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,non,oui,non,oui,oui,non,non,non,non,oui,oui,non,oui,oui,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
274,NISSAN,Juke 2016,1.5 dCi Elegance,130500.0,2016.0,Première,80000.0,Diesel,Manuelle,6,Gris,Excellent,auto.,Electrique AV/AR,Conducteur et Passager,oui,oui,non,non,non,non,oui,oui,non,oui,oui,oui,oui,oui,non,oui,non,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
275,NISSAN,Juke 2014,1.5 dCi Elegance,140000.0,2014.0,Seconde,70000.0,Diesel,Manuelle,6,Rouge,Excellent,auto.,Electrique AV/AR,non,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,oui,oui,oui,oui,oui,oui,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
276,NISSAN,Patrol 2006,Autre version,70000.0,2006.0,Seconde,167000.0,Diesel,Automatique,8,Gris,Excellent,non,-,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
277,NISSAN,Note 2016,1.5 dCi Tekna,110000.0,2016.0,Première,57000.0,Diesel,Manuelle,6,Bordeau,Excellent,auto.,Electrique AV/AR,non,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,oui,oui,oui,non,oui,non,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
278,NISSAN,Qashqai 2017,1.6 dCi 130 Acenta,200000.0,2017.0,Seconde,26000.0,Diesel,Manuelle,6,Marron,Excellent,auto. Bi-zone,Electrique AV/AR,non,oui,oui,oui,non,oui,oui,oui,oui,non,non,oui,oui,oui,oui,non,oui,oui,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
279,NISSAN,Qashqai 2018,1.5 dCi 110 Smart,220000.0,2018.0,Seconde,24500.0,Diesel,Manuelle,6,Noir,Comme neuve,manuelle,Electrique AV/AR,non,oui,oui,oui,non,non,oui,oui,oui,non,oui,oui,oui,oui,oui,non,oui,oui,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
280,NISSAN,Qashqai 2011,1.6 dCi 130 Acenta,125000.0,2011.0,Première,175000.0,Diesel,Manuelle,6,Beige,Excellent,auto. Bi-zone,Electrique AV/AR,non,oui,non,oui,non,non,oui,non,oui,non,oui,oui,non,oui,oui,non,non,non,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
281,NISSAN,Juke 2013,1.5 dCi 110 Visia,110000.0,2013.0,Seconde,76000.0,Diesel,Manuelle,6,Blanc,Comme neuve,manuelle,Electrique AV/AR,non,oui,oui,oui,oui,oui,oui,non,oui,non,non,oui,non,oui,oui,non,oui,non,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
282,NISSAN,Qashqai 2015,1.5 l dCi Acenta,160000.0,2015.0,Première,121000.0,Diesel,Manuelle,6,Marron,Très bon,manuelle,Electrique AV/AR,non,oui,oui,oui,non,non,oui,non,oui,non,non,oui,non,oui,non,non,oui,non,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
283,NISSAN,Qashqai 2015,1.6 dCi 130 CVT Acenta++,175000.0,2015.0,Seconde,75000.0,Diesel,Automatique,6,Noir,Très bon,auto. Bi-zone,Electrique AV/AR,non,oui,oui,oui,oui,oui,oui,oui,oui,non,non,oui,oui,oui,oui,non,oui,oui,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
284,NISSAN,Micra 2018,1.5 dCi 90 Acenta,147000.0,2018.0,Première,26000.0,Diesel,Manuelle,6,Rouge,Comme neuve,manuelle,Electrique AV,non,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,oui,oui,oui,non,oui,non,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
285,NISSAN,Qashqai 2016,1.5 dCi 110 Smart,169500.0,2016.0,Première,119000.0,Diesel,Manuelle,6,Marron,Excellent,auto. Bi-zone,Electrique AV/AR,non,oui,oui,oui,oui,oui,oui,non,oui,non,non,oui,non,oui,oui,non,oui,oui,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
286,NISSAN,Micra 2005,1.2 Visia,47000.0,2005.0,Seconde,121500.0,Essence,Manuelle,7,Beige,Très bon,non,Electrique AV,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,Rigide,oui,oui,non,non,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
287,NISSAN,Qashqai 2016,1.6 dCi 130 Tekna,220000.0,2016.0,Seconde,100000.0,Diesel,Automatique,6,Blanc,Comme neuve,auto. Tri-zone,Electrique AV,Conducteur,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,oui,oui,oui,oui,Panoramique,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
288,NISSAN,Micra 2018,1.5 dCi 90 Acenta,125000.0,2018.0,Première,41000.0,Diesel,Manuelle,6,Gris,Excellent,manuelle,Electrique AV,non,oui,non,oui,oui,non,oui,oui,oui,non,non,oui,oui,oui,oui,non,oui,non,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
289,NISSAN,Qashqai 2016,1.5 dCi 110 Visia,180000.0,2016.0,Première,36000.0,Diesel,Manuelle,8,Blanc,Comme neuve,non,-,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,Rigide,non,non,non,non,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
290,NISSAN,Qashqai 2015,1.6 dCi 130 Acenta,158000.0,2015.0,Première,108000.0,Diesel,Manuelle,6,Gris,Excellent,auto. Bi-zone,Electrique AV/AR,non,oui,oui,oui,oui,oui,oui,oui,oui,non,non,non,non,oui,oui,non,oui,non,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
291,NISSAN,Qashqai 2014,1.6 l dCi Acenta,160000.0,2014.0,Seconde,107000.0,Diesel,Manuelle,6,Noir,Excellent,auto.,Electrique AV/AR,non,non,oui,oui,oui,oui,oui,non,non,non,non,non,non,oui,oui,non,non,non,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
292,NISSAN,Qashqai 2012,2.0 dCi Platinium,97000.0,2012.0,Seconde,155000.0,Diesel,Manuelle,8,Gris clair,Très bon,manuelle,Electrique AV/AR,non,non,non,non,non,non,non,non,non,non,non,non,non,oui,oui,non,non,non,Rigide,oui,oui,non,non,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
293,NISSAN,Pathfinder 1999,Autre version,40000.0,1999.0,Première,150000.0,Diesel,Automatique,11,Bleu foncé,Très bon,auto. Multi-zone,Electrique AV/AR,non,non,non,non,non,non,non,non,non,non,non,non,oui,non,oui,non,non,non,Rigide,oui,oui,non,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
294,NISSAN,X-Trail 2009,Autre version,75000.0,2009.0,Seconde,220000.0,Diesel,Manuelle,8,Noir,Très bon,manuelle,Electrique AV/AR,non,non,non,oui,non,non,non,non,non,non,non,non,non,non,oui,non,non,non,Rigide,oui,oui,non,non,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
295,NISSAN,Juke 2016,1.5 dCi Visia,120000.0,2016.0,Première,78000.0,Diesel,Manuelle,6,Gris,Très bon,manuelle,Electrique AV/AR,non,oui,oui,non,non,non,non,oui,non,non,oui,non,oui,oui,non,non,non,non,Rigide,oui,oui,oui,non,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
296,NISSAN,Qashqai 2018,1.5 dCi 110 Acenta++,220000.0,2018.0,Première,35000.0,Diesel,Manuelle,6,Gris foncé,Excellent,auto.,Electrique AV/AR,Tous les passagers,oui,oui,oui,non,oui,oui,oui,oui,non,non,non,non,oui,non,non,oui,oui,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
297,NISSAN,Qashqai 2015,1.5 dCi Visia,170000.0,2015.0,Seconde,126000.0,Diesel,Manuelle,7,Blanc cassé,Excellent,auto.,Electrique AV/AR,Tous les passagers,oui,non,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,oui,non,non,oui,Panoramique ouvrant,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
298,NISSAN,Qashqai 2018,1.6 dCi 130 Acenta++,200000.0,2018.0,Première,18000.0,Diesel,Manuelle,6,Gris foncé,Comme neuve,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,non,oui,oui,oui,oui,non,non,non,non,oui,non,non,oui,oui,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
299,NISSAN,Qashqai 2016,1.6 dCi 130 Acenta++,172000.0,2016.0,Seconde,90000.0,Diesel,Automatique,6,Noir,Très bon,auto. Bi-zone,Electrique AV/AR,non,oui,oui,oui,non,oui,oui,oui,oui,non,non,non,non,oui,non,non,oui,oui,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
300,NISSAN,Qashqai 2020,1.5 dCi 110 Smart,175000.0,2020.0,Seconde,69500.0,Diesel,Manuelle,6,Noir,Comme neuve,manuelle,Electrique AV/AR,non,oui,oui,oui,non,non,oui,oui,oui,non,non,oui,oui,oui,oui,non,oui,oui,Rigide,oui,oui,oui,oui,,39.78637633136094,56806.508875739644,41851.47928994083,208.5467289719626,57.66222760290557,Low
